domain,url,for_sale,buy_now_price,all_prices_usd,summary
w.nu,https://w.nu,False,NONE,,"A Swedish site about border terriers with information on shows, care, and ownership."
w.kz,http://w.kz,False,NONE,"20.83, 625, 312.5, 2083.33",A Kazakh loan domain offering microcredit services
w.st,https://c.im/explore,False,NONE,610000000000,"An independent, EU-hosted Mastodon server (c.im) for open-minded, English-speaking users across the fediverse."
w.rw,https://www.linkedin.com/authwall?trk=gf&trkInfo=AQH-0ke9CsZLdwAAAZquUHnIp2A1v-JOMPwm4lhGlCvpJ2BcvUXFDjeECQpadIEr4lLLLQwijv8Kj7kj9cwUoqSxJ_eob-h0VUW7nweDALXhucOojMFi9waFuHXrCpZHuJvy-Sw=&original_referer=&sessionRedirect=https%3A%2F%2Fwww.linkedin.com%2Fin%2FSamuelSauer%2F,False,NONE,,LinkedIn sign-up and sign-in page for creating or accessing an account.
w.td,https://w.td/,False,NONE,,"Privately used website, not for sale."
w.tv,https://w.tv/,False,NONE,,w.tv is a streaming platform offering live online streams.
w.tt,https://w.tt,False,NONE,,Wattpad is a storytelling platform where readers read and writers write stories and connect with a large fan community.
w.uk,https://w.uk/,True,NONE,,"The w.uk domain, owned by ANY-Web Ltd, is listed for sale as an acquisition opportunity."
w.tl,http://w.tl/,True,NONE,,Parked domain page for w.tl with contact details suggesting it is for sale.
x.ac,https://x.ac,True,NONE,"50000, 500000",A sales landing page for acquiring the premium two-character domain x.ac.
w.tm,http://w.tm/,False,NONE,,A marketing page promoting the premium w.tm .tm domain.
x.ai,https://x.ai,False,NONE,,"Grok is an AI platform by xAI providing AI tools, APIs, and global access."
x.ar,https://x.ar/,False,NONE,,X.AR is an augmented-reality NFT avatar platform that creates AI-generated voxel avatars from photos and ties them to an on-chain economy.
x.ag,http://x.ag/,False,NONE,,Namibia-Blog is a blog about Namibia.
x.bi,https://x.bi/,False,NONE,,A domain name X.bi with the tagline 'Inverted X X'.
x.bo,https://x.bo,False,NONE,,A sample Next.js blog demonstrating static generation with Markdown.
x.bw,http://x.bw/,False,NONE,,A domain/profile page for AviFox LLC promoting a URL shortening service and providing contact details.
x.bz,https://www.businesscertificateservices.com/document/,False,NONE,,A business service that processes and issues a company's Certificate of Status.
x.cl,https://x.cl/,False,NONE,,X.cl is a domain name using the Chilean country code top-level domain.
w.mw,http://w.mw,True,1750,"57500, 13490, 45169, 257000, 13882, 11800, 100000, 25000, 12000, 7700, 100000, 25000, 500000, 181720, 169000, 115000, 85000, 57338, 44145, 19900, 11000, 6800000, 1500000, 350000, 60000, 1750, 123, 8900, 8900, 8900, 8900, 8900, 49000, 110000, 50, 50000, 500000, 177000, 53, 88580, 20, 4800, 400000, 19800, 8200, 100000, 30000, 100000, 150000, 100000, 50000, 12880, 12880, 12880, 59000, 3850, 3850, 3850, 3850, 3850, 3850, 4730, 3850, 22880, 52880, 12880, 22880, 12880, 12880, 12880, 12880, 12880, 12880, 12880, 12880, 78000, 3960, 2600, 2600, 2600, 2600, 2600, 3960, 4880, 2600, 8900, 8900, 8900",A marketplace listing rare one-letter and short domain names for sale.
w.ws,http://w.ws/,False,NONE,,A parked domain landing page for website.ws.
x.cm,http://x.cm,True,NONE,,A DN.com premium domain trading platform listing the x.cm domain for sale.
w.vu,http://w.vu,True,NONE,"57500, 13490, 45169, 257000, 13882, 11800, 100000, 25000, 12000, 7700, 6800000, 1500000, 350000, 60000, 181720, 169000, 115000, 85000, 57338, 44145, 19900, 11000, 110000, 50000, 500000, 177000, 19800, 8200, 3960, 2600, 2600, 2600, 2600, 2600, 3960, 4880, 12880, 59000, 52880, 22880, 12880, 22880, 12880, 12880, 12880, 12880, 12880, 78000, 4800, 16800","A marketplace for ultra-short domain names (1- to 9-character), focused on one-letter and other short domains offered for sale with buy-now options."
w.sv,http://w.sv,True,1750,"57500, 13490, 45169, 257000, 25000, 12000, 7700, 100000, 500000, 181720, 169000, 115000, 85000, 57338, 44145, 19900, 11000, 6800000, 1500000, 350000, 60000, 1750, 80, 123, 8900, 49000, 110000, 50000, 204, 500000, 177000, 53, 88580, 4800, 400000, 100, 19800, 8200, 100000, 30000, 150000, 50000, 12880, 12000, 78000, 3960, 2600, 4880, 8900, 3850, 3850, 3850, 3850, 3850, 3850, 3850, 4730, 3850, 110000, 58.85",A marketplace listing short domain names (from one character up) for sale with buy-now options.
w.pn,http://w.pn,True,1750,"57500, 13490, 45169, 257000, 13882, 11800, 100000, 25000, 12000, 7700, 100000, 25000, 500000, 181720, 169000, 115000, 85000, 57338, 44145, 19900, 10800, 6800000, 1500000, 350000, 60000, 1750, 123, 8900, 8900, 8900, 8900, 8900, 49000, 50, 50, 50000, 500000, 177000, 88580, 18000, 12000, 16800, 16800, 20, 4800, 400000, 19800, 8200, 100000, 100000, 30000, 100000, 150000, 100000, 50000, 12880, 12880, 12880, 12880, 12880, 12880, 12880, 12880, 12880, 12880, 12880, 12880, 12880, 12880, 12880, 12880, 12880, 78000, 3960, 2600, 2600, 2600, 2600, 2600, 3960, 4880, 2600, 8900, 8900, 8900, 108000, 50, 50000, 500000, 177000, 88580, 18000, 12000, 16800, 16800, 20, 4800, 400000, 19800, 8200, 100000, 108000, 50, 50000, 500000, 177000, 108000, 50, 50000, 500000, 177000, 88580, 18000, 12000, 16800, 16800, 20, 4800, 400000, 19800, 8200, 100000, 108000, 50, 50000, 500000, 177000, 88580, 18000, 12000, 16800, 16800, 20, 4800, 400000, 19800, 8200",A marketplace listing selling ultra-short and other brief internet domain names for sale.
x.dk,https://x.dk,False,NONE,,A Danish media company behind a network of news and lifestyle sites.
x.cg,http://x.cg/,False,NONE,,A Chinese domain lookup/WHOIS site for the X.CG domain and related WWW.CG services.
x.de,https://sedo.com/search/details/?partnerid=324561&language=us&domain=x.de&origin=sales_lander_15&utm_medium=Parking&utm_campaign=offerpage,True,NONE,,The domain x.de is for sale via Sedo.
x.gl,https://x.gl/,False,NONE,,X.GL is a site that visualizes neural network connections as you move your mouse.
x.fo,https://x.fo,True,NONE,,x.fo is a domain resale listing for the .fo country-code top-level domain.
x.gd,https://x.gd/,True,NONE,,"X.gd is a URL shortening service offering APIs and tools, plus a marketplace-style focus on short domain names."
x.fm,http://x.fm/,True,NONE,,"x.fm is a parked domain with contact information, suggesting it may be for sale."
x.at,https://sedo.com/search/details/?domain=x.at/,True,NONE,,The domain x.at is for sale and available for bidding.
x.gs,https://x.gs/,True,NONE,,A domain listing for x.gs that may be for sale.
x.gg,https://www.x.gg/,True,NONE,,X.gg is a domain name that may be for sale and is brokered by Snagged.
x.gt,https://x.gt/,True,NONE,,The domain x.gt is parked and for sale by its owner.
x.gp,https://website.org/404?domain=x.gp,False,NONE,,A landing page advertising free website registration for the x.gp domain under Website.org.
x.ie,https://x.ie/,False,NONE,,X.ie is a digital consultancy offering digital and business consulting services.
x.hr,https://x.hr/,True,NONE,,A domain parking page indicating the x.hr domain is for sale.
x.io,https://roddenberry.x.io/,False,NONE,,An online archive of Star Trek history and Roddenberry media.
x.ki,https://x.ki,False,NONE,,Vienna-based IoT development and consulting firm (XKI GmbH).
x.je,http://x.je/,False,NONE,,An error page indicating domain/DNS settings are missing or misconfigured.
x.ml,https://x.ml/,False,NONE,,A domain page on x.ml indicating no sponsors are listed.
x.kz,https://x.kz,False,NONE,,A Plesk default placeholder page indicating the domain has no content configured.
x.my,https://wind.my/,False,NONE,,"A minimal webpage header with a 'Skip to content' link, containing no sale information."
x.pe,https://sedo.com/search/details/?domain=x.pe,True,NONE,,The domain x.pe is for sale on Sedo.
x.la,https://x.la,False,NONE,4.49,"Xsolla Mall is a gaming marketplace offering game purchases, top-ups, and related services within the X.LA ecosystem."
x.kg,https://ifeifei.com/,False,NONE,,A personal travel diary/blog featuring Feifei's moments in various cities.
x.me,https://x.me/foryou,False,NONE,,A multimedia news and entertainment content hub aggregating clips and articles from various networks.
x.pr,https://x.pr/,False,NONE,,"A business contact page for Maric & Ayala in Piscataway, New Jersey."
x.sc,https://x.sc,True,NONE,,"Domain registration and hosting services landing page for the domain x.sc, with an option to inquire about purchasing."
x.rw,https://www.x.rw/,True,NONE,,A NIC.BN domain WHOIS/RDAP lookup page offering domain name search and sale.
x.sb,https://x.sb/login,False,NONE,,A login page for x.sb.
x.sg,https://x.sg/,False,NONE,,A placeholder default webpage for the domain x.sg.
x.st,https://x.st,False,NONE,,A personal project portfolio by Harold Cooper detailing a timeline of projects and experiments.
x.sv,https://x.sv/,True,NONE,,This domain (X.SV) is for sale; make an offer via email goeee@foxmail.com.
x.td,http://x.td/cgi-sys/defaultwebpage.cgi,False,NONE,,A domain displaying a default placeholder page indicating DNS/hosting issues.
x.tc,https://x.tc/,False,NONE,,X.TC is a domain name.
x.sr,https://x.sr/,False,NONE,,The site currently returns a 404 Not Found error.
x.tm,http://x.tm/,False,NONE,,x.tm is a premium domain name.
x.uy,https://x.uy/,False,NONE,,A URL shortening service called x.uy advertised as the shortest URL shortener in the world.
x.uk,http://x.uk,False,NONE,,A British PLC brand that provides AI consultancy services to the insurance and risk management sectors.
x.tv,https://x.tv/,False,NONE,,A basic landing page for the domain x.tv with copyright and privacy policy.
x.vg,https://x.vg/,False,NONE,,It's the contact form page for the x.vg domain.
x.tl,http://x.tl,False,NONE,,A Canadian technology-driven company marketing and selling a wide range of electronics and consumer lifestyle products.
x.nz,http://x.nz,False,NONE,,"News page announcing Fusion5's acquisition of GoCloud, expanding its IT managed services across New Zealand and Australia."
y.ai,http://y.ai,True,NONE,,The domain y.ai is for sale on the DN.com domain trading platform.
x.mk,http://x.mk,True,1750,"57500, 13490, 45169, 257000, 13882, 11800, 100000, 25000, 12000, 7700, 100000, 25000, 500000, 181720, 169000, 115000, 85000, 57338, 44145, 19900, 11000, 6800000, 1500000, 350000, 60000, 1750, 123, 8900, 8900, 8900, 8900, 8900, 49000, 110000, 50000, 500000, 177000, 88580, 18000, 12000, 16800, 16800, 20, 4800, 400000, 19800, 8200, 100000, 30000, 100000, 150000, 100000, 50000, 12880, 12880, 12880, 59000, 3850, 3850, 3850, 3850, 3850, 3850, 4730, 3850, 22880, 52880, 12880, 22880, 12880, 12880, 12880, 12880, 12880, 12880, 78000, 3960, 2600, 2600, 2600, 2600, 2600, 3960, 4880, 2600, 8900, 8900, 8900",A marketplace listing ultra-short domain names (1-letter and other short domains) for sale.
y.ar,https://y.ar/,False,NONE,,TSETE appears to be a brand or name with no sale information provided.
y.ac,http://y.ac/,False,NONE,,A landing page promoting the premium domain y.ac.
y.bo,https://y.bo/,False,NONE,,A garbled sequence of Bolivian (.bo) subdomains with an unclear URL.
y.at,https://y.at/start,False,NONE,,"A site offering emoji-based usernames (Yat) that serve as a universal emoji username, website URL, and payment address."
x.mw,http://x.mw,True,1750,"57500, 13490, 45169, 257000, 13882, 11800, 100000, 25000, 500000, 181720, 169000, 115000, 85000, 57338, 44145, 19900, 11000, 6800000, 1500000, 350000, 60000, 1750, 80, 123, 8900, 59, 8900, 59, 8900, 59, 8900, 49000, 204, 50000, 500, 177000, 53, 20, 88580, 20, 18000, 80, 12000, 84, 84, 20, 4800, 20, 400000, 100, 19800, 53, 120, 100000, 48, 100000, 48, 150000, 48, 100000, 48, 50000, 48, 12880, 60, 60, 58.85, 22880, 58.85, 52880, 12880, 22880, 12880, 12880, 12880, 12880, 12880, 12880, 12880, 12880, 78000, 3960, 2600, 2600, 2600, 2600, 2600, 3960, 4880, 2600, 8900, 8900, 8900",A marketplace listing and selling 1-letter and other ultra-short domain names.
y.am,http://y.am/index.php,False,NONE,,A webpage featuring a simple smiley emoticon.
y.cg,http://y.cg/,False,NONE,,A simple message indicating a new web server is ready for use.
x.pn,http://x.pn,True,1750,"57500, 13490, 45169, 257000, 13882, 11800, 100000, 25000, 12000, 7700, 100000, 100000, 25000, 500000, 181720, 169000, 115000, 85000, 57338, 44145, 19900, 10800, 6800000, 1500000, 350000, 60000, 1750, 123, 8900, 8900, 8900, 8900, 8900, 49000, 108000, 50000, 500000, 177000, 88580, 18000, 12000, 16800, 16800, 20, 4800, 400000, 19800, 8200, 100000, 30000, 100000, 150000, 100000, 50000, 12880, 12880, 12880, 12880, 12880, 12880, 12880, 12880, 12880, 12880, 12880, 12880, 12880, 78000, 3960, 2600, 2600, 2600, 2600, 2600, 3960, 4880, 2600, 8900, 8900, 8900, 8900, 18000, 12000, 16800, 16800, 20, 4800, 400000, 53, 204, 500000, 177000, 88580, 50",A marketplace listing ultra-short one-letter and other short internet domain names for sale.
y.cv,https://y.cv,False,NONE,,"Software development blog by Devin Reeks covering AWS, Golang, CI/CD, and DevOps."
y.co,https://y.co,False,NONE,,"A full-service luxury yacht company offering yacht sales, charter, and management services."
y.cm,http://y.cm,True,NONE,,y.cm is a domain name trading platform listing the y.cm domain for sale.
y.cc,https://a9bhv1p81q.yc000053.cc:8443/index.html?agentname=ZYM,False,NONE,,"A page listing several .cc domain names (y010.cc, ycc8051.cc, ycc8053.cc, ycc8054.cc) with latency times."
y.de,https://y.de/,True,NONE,,The domain Y.de is for sale and available for purchase.
y.fo,https://y.fo/,False,NONE,,403 Forbidden error page indicating access to y.fo is denied.
x.ws,http://x.ws/,False,NONE,,A landing page for the domain website.ws.
y.gs,https://y.gs/,True,NONE,,The domain y.gs appears to be for sale.
y.gt,http://y.gt/,False,NONE,,A domain offering a personalized creative email address at ab.cd.
y.gp,https://website.org/404?domain=y.gp,False,NONE,,A portal offering free website creation on the y.gp domain via Website.org.
y.gy,https://app.y.gy/,False,NONE,4,"A website offering a three-in-one service: link shortening, QR code creation, and link analytics."
y.ie,https://y.ie/,False,NONE,,The domain is not found and appears unavailable.
y.hm,http://y.hm/,True,NONE,,The domain y.hm is for sale.
y.fr,https://y.fr/,False,NONE,"2841.3, 1773.2, 1813.9, 869.0, 1011.95, 3510.1",A PC buying guide offering budget-based configurations.
y.io,http://y.io/,False,NONE,,A parked domain page for y.io displaying contact information.
y.me,https://y.me,False,NONE,,A free AI-powered brand-name generator and information hub for the .ME domain.
y.kg,https://restoran.kg/,False,NONE,,A restaurant website in Kyrgyzstan that is currently under construction.
y.mk,https://y.mk/,True,10000,10000,"The domain y.mk is for sale with an asking price of 10,000 USD."
y.ml,https://y.ml,True,NONE,500,The domain Y.ML is listed for sale on the Atom.com marketplace.
y.nf,https://y.nf,False,NONE,,"YNF is a free, global youth tech community for young developers to learn, collaborate, and launch projects."
y.sb,https://y.sb/,False,NONE,,This is the domain name y.sb.
y.pe,https://y.pe,True,12000,"12000, 860, 2200, 2750",A premium domain sales page offering the y.pe domain for sale with upfront buy-it-now and lease-to-own options.
y.sg,https://y.sg/,False,NONE,,A placeholder domain page for y.sg with a default site-creation message.
y.nu,http://y.nu/,False,NONE,,ip.y.nu is a minimalistic public IP service with a simple URL.
y.sv,https://domgator.com/y-sv,False,NONE,,A generic 503 Service Unavailable error page indicating temporary service unavailability.
y.sh,http://y.sh/,False,NONE,,Promotional page for the premium y.sh domain and .sh domain registrations.
